Reflectance
-1.126308642
-1.124432595
-1.121789688
-1.118624314
-1.115307164
-1.112227487
-1.109526956
-1.107053575
-1.104510348
-1.101469908
-1.097656595
-1.092853568
-1.086978467
-1.080020473
-1.072017517
-1.063043636
-1.053227336
-1.042754706
-1.031808325
-1.020557981
-1.009262304
-0.998132426
-0.987366398
-0.977166546
-0.967758036
-0.95926892
-0.951778135
-0.945325271
-0.939947747
-0.9355976
-0.93221644
-0.929714683
-0.928015802
-0.926966429
-0.926440806
-0.926304266
-0.926447337
-0.926766126
-0.927166876
-0.927599888
-0.928041919
-0.928489136
-0.928945052
-0.92944455
-0.930006909
-0.93065879
-0.931395244
-0.932228286
-0.933123702
-0.93404853
-0.934967697
-0.935841723
-0.936630997
-0.937345309
-0.93798064
-0.938550555
-0.939098188
-0.939647668
-0.940226571
-0.94084758
-0.941528817
-0.942291575
-0.943094217
-0.943964087
-0.944887182
-0.945879403
-0.946926389
-0.948049818
-0.949248007
-0.950501489
-0.951779281
-0.953072893
-0.954305923
-0.955440641
-0.95640681
-0.957180019
-0.957715798
-0.958004199
-0.958058178
-0.957920324
-0.957664819
-0.957357891
-0.957051246
-0.956788854
-0.95656065
-0.95632994
-0.956021053
-0.955565122
-0.954884331
-0.953922418
-0.952618775
-0.950956925
-0.948913639
-0.946493599
-0.94367413
-0.940441304
-0.936790644
-0.932715104
-0.92820969
-0.923299462
-0.918001048
-0.912328615
-0.906272577
-0.899839785
-0.893013051
-0.885776508
-0.878114584
-0.870034209
-0.861547955
-0.852638669
-0.843317782
-0.83355958
-0.82334921
-0.81270064
-0.801643865
-0.790289095
-0.77878372
-0.76730823
-0.756052431
-0.745136936
-0.734665862
-0.72460571
-0.714886263
-0.705414539
-0.696062967
-0.686700375
-0.677224718
-0.667556336
-0.657657335
-0.64745935
-0.636915839
-0.625935983
-0.614366877
-0.601922827
-0.588277188
-0.572978041
-0.555585318
-0.535758243
-0.513302277
-0.48819973
-0.460577438
-0.430594295
-0.39841156
-0.364174618
-0.3280984
-0.290544255
-0.252017813
-0.213204523
-0.17484738
-0.1375923
-0.101933692
-0.06826151
-0.03682319
-0.007752255
0.01894692
0.043312894
0.065446298
0.085567451
0.103845754
0.120477858
0.135571552
0.149223302
0.161527134
0.172540085
0.182369179
0.191130676
0.198905228
0.205783402
0.211835173
0.217133654
0.221722342
0.225658521
0.228971034
0.231670157
0.233757485
0.235183755
0.235936681
0.235988635
0.23529888
0.233848725
0.231597028
0.228527414
0.22462415
0.219886967
0.214349657
0.208045156
0.201020578
0.193325823
0.185031549
0.176192644
0.166903222
0.157246568
0.147299608
0.13713882
0.126831267
0.116437243
0.105998199
0.095531517
0.085094779
0.074698269
0.064381784
0.054167553
0.044094329
0.034197401
0.024478118
0.014932145
0.005544332
-0.003710222
-0.01284576
-0.021871639
-0.030761287
-0.03946519
-0.047947222
-0.056169638
-0.064132582
-0.07186193
-0.079415238
-0.086877005
-0.09431526
-0.101769636
-0.109268308
-0.116772017
-0.124257599
-0.131661111
-0.138921237
-0.146013045
-0.152899949
-0.159602871
-0.166151237
-0.172532135
-0.178805883
-0.184973899
-0.191039793
-0.197031309
-0.202921654
-0.20874882
-0.21447443
-0.220076197
-0.225557688
-0.230885772
-0.236054727
-0.241075604
-0.245935098
-0.250656961
-0.255210452
-0.259620646
-0.263889982
-0.268029314
-0.272037861
-0.27590566
-0.279636697
-0.283280267
-0.286817204
-0.290292223
-0.293735408
-0.297148567
-0.300521807
-0.30384366
-0.307114618
-0.310331969
-0.313452679
-0.316518894
-0.319491668
-0.322339728
-0.325067446
-0.32765766
-0.330093268
-0.332371416
-0.334473266
-0.336408092
-0.338164449
-0.339720224
-0.341075717
-0.342218626
-0.343169156
-0.343946158
-0.344533598
-0.344944122
-0.345194538
-0.345273757
-0.345207638
-0.345012967
-0.344716595
-0.344307488
-0.343790358
-0.343188978
-0.34245518
-0.341569687
-0.340546908
-0.339324482
-0.337897461
-0.336264612
-0.334436263
-0.33244175
-0.330261836
-0.327909075
-0.325400542
-0.322675947
-0.319740259
-0.316600574
-0.313232405
-0.309633591
-0.305814133
-0.301806474
-0.297626559
-0.293266819
-0.288744082
-0.284099762
-0.279329272
-0.274504914
-0.269649367
-0.264885243
-0.260271153
-0.255874171
-0.251747128
-0.247879156
-0.244190777
-0.240584144
-0.23685925
-0.232921823
-0.228649959
-0.22402021
-0.21905346
-0.213775667
-0.208271224
-0.202588679
-0.1967893
-0.190949636
-0.185137078
-0.17945245
-0.173980368
-0.168780443
-0.163912099
-0.159398061
-0.155225552
-0.15133931
-0.147697092
-0.144293386
-0.141091678
-0.138094374
-0.135301431
-0.132716135
-0.130319965
-0.128078522
-0.125979534
-0.124025172
-0.122219522
-0.1205699
-0.119098729
-0.117822998
-0.116735162
-0.115773817
-0.114888639
-0.113960066
-0.112915528
-0.111677485
-0.11022104
-0.108534376
-0.106647144
-0.104575585
-0.102341726
-0.09987669
-0.097112443
-0.093940437
-0.090272213
-0.086036701
-0.08124656
