Reflectance
-0.075908521
-0.070042779
-0.063594201
-0.056436233
-0.048377526
-0.039199124
-0.028683134
-0.016633782
-0.002892253
0.012663576
0.030217546
0.049995258
0.072289984
0.097432892
0.125619646
0.156919973
0.191145567
0.22792625
0.266873938
0.307641368
0.350062422
0.394105629
0.439697033
0.4866603
0.534536943
0.582661219
0.630350541
0.676769764
0.721329039
0.763505382
0.80285862
0.839048664
0.871749891
0.900804699
0.926252224
0.948225791
0.967259052
0.983697079
0.997937109
1.010269701
1.020807123
1.02961252
1.036697451
1.042154254
1.046161124
1.048838319
1.050401453
1.051010349
1.05063571
1.049330757
1.047210475
1.04417706
1.040269325
1.035737359
1.030649945
1.025233104
1.019605853
1.013867516
1.008103811
1.002255769
0.996242032
0.990136404
0.9838127
0.977387153
0.970848812
0.964151264
0.957374443
0.950563848
0.943673139
0.93680367
0.929991395
0.923219033
0.916429151
0.909670902
0.902918069
0.896165899
0.889402497
0.882748092
0.876233601
0.869897568
0.863746391
0.857847869
0.85218012
0.846737921
0.841483816
0.836462529
0.831615514
0.826945797
0.822361512
0.817878341
0.813485758
0.809139641
0.80483695
0.80057775
0.796325196
0.792120655
0.78795594
0.783864381
0.779821067
0.775810524
0.771878662
0.767990746
0.764198738
0.760601667
0.757181937
0.753993515
0.750965307
0.748045328
0.745295554
0.742606764
0.739964827
0.737354153
0.734636757
0.731770038
0.728635363
0.725137845
0.721356881
0.717249542
0.712834827
0.708208092
0.703377344
0.698448386
0.693477163
0.688500323
0.683632331
0.678850057
0.674139878
0.669538412
0.664999422
0.660579446
0.656279487
0.652073784
0.648041282
0.644127261
0.640332214
0.636665125
0.633091994
0.629632218
0.626228203
0.622830265
0.619486619
0.616137569
0.612815381
0.609488086
0.606173366
0.602883181
0.599555523
0.596175302
0.592746519
0.589219431
0.585677083
0.582048578
0.578392661
0.574748388
0.571105823
0.567544681
0.564132683
0.560853345
0.557783797
0.554933365
0.552353812
0.550092252
0.548150366
0.546535217
0.545295919
0.544384212
0.543825915
0.543649949
0.543942006
0.544700423
0.545931871
0.547547848
0.549569224
0.551959239
0.554633212
0.557553843
0.560682208
0.563952013
0.567294792
0.570582372
0.573831113
0.576993373
0.579997095
0.582848337
0.585523389
0.588070014
0.590442305
0.59268656
0.594924334
0.597134566
0.599382478
0.601748197
0.604339267
0.607124082
0.610139776
0.613382112
0.616881912
0.620522311
0.624345879
0.628360255
0.632560797
0.636851727
0.641230905
0.645586644
0.64996153
0.654257616
0.658536539
0.66285432
0.667271024
0.671797481
0.676501422
0.681425486
0.686610618
0.691937791
0.697374725
0.702873645
0.70821269
0.713192873
0.71768074
0.721505012
0.724411293
0.726258037
0.727018281
0.726673351
0.725126649
0.722400097
0.718451074
0.713205659
0.706605025
0.698599088
0.689218286
0.678441354
0.666316224
